po_number,disputedAt,disputedReason,original_oeJobId,original_invoice_number,customerName,siteName,resolution_type,overrideNotes,discrepancy_status,discrepancy_type,item,expected_rate,billed_rate,difference_per_unit,gallons,discrepancy_value,overriddenAt,overriddenBy,archivedAt,replacedByJobId
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,13.233,0,-13.233,4.4,-58.22520000000001,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,39.39825,0,-39.39825,13.1,-516.117075,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,16.2405,0,-16.2405,5.4,-87.69870000000002,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,16.842,0,-16.842,5.6,-94.31519999999999,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO45634,2025-11-10T12:26:18.525Z,"Clear Diesel-Gross Contract Average For New York: $2.5776
Summa Margin: $.40
Total Price Per Contract: $2.9776
Vendor Billed: $3.0075

Difference: $.0299",OE00037127,138026,D'Artagnan LLC (Fortune Fish),"Dartagnan - Union,NJ",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,18.044999999999998,0,-18.044999999999998,6,-108.26999999999998,,,,
PO43645,2025-11-10T12:22:35.535Z,"Dyed Diesel-Gross Contract Average Unbranded For Scranton: $2.7305
Button Oil Margin: $.45
Total Price Per Contract: $3.1805
Vendor Billed: $3.17

Difference: $-.0105",OE00036866,1217027,Lowe's Companies Inc,"LOWES - Nanticoke, PA - RDC 3122 ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1805,3.17,-0.0105,121.9,-1.2799500000000001,,,,
PO46952,2025-11-07T19:03:01.058Z,"Expected Pricing was $2.7058 vs. 2.6497 Billed. Please issue Credit Rebill to correct. ",OE00035271,25-495729,Carrix,SSAT - Seattle - T5 CEM - 3443 W Marginal Way SW,dispute_active,,disputed,price_discrepancy,87 Unleaded (w/10% Eth),2.7058,2.6497,-0.0561,3998,-224.28779999999998,,,,
PO42886,2025-11-07T13:52:06.446Z,"Clear Diesel-Gross Contract Average Unbranded For Tampa: $2.5035
Tropic Margin: $.25
Total Price Per Contract: $2.7535
Vendor Billed: $2.7846

Difference: $.0311",OE00037300,IN-955537-25,"Yoder's Eggs, Inc.",Sutter's Quality Foods/  Sarasota FL,dispute_active,,detected,missing_line_item,miscellaneous charge,30,0,-30,1,-30,,,,
PO47642,2025-11-07T13:46:47.925Z,"Expected Price $2.3775 vs. $2.3642 Billed. Please issue Credit Rebill. ",OE00037063,11470917,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,87 Unleaded - Reform (w/10% Eth),2.3775,2.3642,-0.0133,76,-1.0108,,,2025-11-10T18:51:03.654Z,OE00037439
PO47542,2025-11-04T19:24:01.689Z,"Pricing should have been $2.6468 vs. $2.6385, please issue C/R to correct.",OE00036131,11458036,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6468,2.6385,-0.0083,829.1,-6.881530000000001,,,,
PO47541,2025-11-04T19:15:29.637Z,"Expected Price was $2.8688 vs. 2.8607, please issue a Credit Rebill to correct",OE00036134,11464728,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8688,2.8607,-0.0081,675.4,-5.470739999999999,,,,
PO47539,2025-11-04T18:46:58.206Z,"Expected Pricing was $2.8688 (OPIS GCA Philadelphia), Please issue Credit Rebill to correct ",OE00036135,11464727,Carrix - SaaS Fees Account,Carrix - Platform Service Fee Account,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8688,2.8607,-0.0081,380.8,-3.08448,,,,
PO47538,2025-11-04T18:43:32.894Z,"Expected Pricing was $2.874 (OPIS GCA Philadelphia)+ 0.35, Credit Rebill to correct pricing discrepancy. ",OE00036910,11478803,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.874,2.8659,-0.0081,399.2,-3.23352,,,,
PO47535,2025-11-04T18:08:06.441Z,"Pricing should have been 2.6339, OPIS GCA (Philadelphia) +.35: Please issue Credit Rebill to correct ",OE00036125,11437538,Carrix,PRS - Bethlehem - 2400 Commerce Center Blvd,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6339,2.6735,0.0396,910,36.036,,,,
PO47525,2025-11-04T16:29:30.371Z,"Dyed Diesel-Gross Contract Average For Columbus: $2.6626
Santmyer Margin: $.50
Total Price Per Contract: $3.1626
Vendor Billed: $3.19181

Difference: $.02921",OE00036777,IN-159098,"Quality Technology Services, LLC (QTS)",NAL2-DC1,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,3.1626,3.19181,0.02921,2500.5,73.039605,,,,
PO47117,2025-11-03T18:27:35.577Z,"Pricing should have been $3.4486. ",OE00035573,25-498906,Carrix,SSAT - Seattle - T18 CEM - 1359 SW Lander St,dispute_active,,disputed,price_discrepancy,Dyed- Ultra Low Sulfur with 99% Renewable Diesel (Non-Bio) - National,3.4486,3.4566,0.008,2547.7,20.3816,,,,
PO46916,2025-10-29T14:59:40.604Z,"Dyed Diesel-Gross Contract Average Unbranded For Richmond: 2.1575
ESI Margin: $.57
Total Price Per Contract: $2.7275
Vendor Billed: $2.69

Difference: $-.0375",OE00035995,225598,"Quality Technology Services, LLC (QTS)",RIC1-DC4,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7275,2.69,-0.0375,2421.7,-90.81374999999998,,,,
PO46916,2025-10-29T14:59:40.604Z,"Dyed Diesel-Gross Contract Average Unbranded For Richmond: 2.1575
ESI Margin: $.57
Total Price Per Contract: $2.7275
Vendor Billed: $2.69

Difference: $-.0375",OE00035995,225598,"Quality Technology Services, LLC (QTS)",RIC1-DC4,dispute_active,,detected,price_discrepancy,Winter Additive,0.05,0.050002,0.000002,2421.7,0.0048433999999999994,,,,
PO47191,2025-10-29T10:45:44.976Z,"Dyed Diesel-Gross Contract Average Unbranded For Jacksonville: $2.4819
De Fords Margin: $.50
Total Price Per Contract: $2.9819
Vendor Billed: $3.10

Difference: $.1181",OE00036019,88412,"Beard Equipment Company, INC.  ","Palatka, FL ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.9819,3.1,0.1181,315.1,37.21331,,,,
PO47198,2025-10-29T10:42:34.185Z,"87 Unleaded (w/10% Eth)-Gross Contract Average Unbranded For Columbus: $1.8492
Fletcher Margin: $.43
Total Price Per Contract: $2.2792
Vendor Billed: $2.261

Difference: $-.0182",OE00035786,1313514,RPI Rentals LLC,"Mauk, GA (PO #8864RU)",dispute_active,,disputed,price_discrepancy,87 Unleaded (w/10% Eth),2.2792,2.261,-0.0182,355,-6.461,,,2025-10-29T17:38:01.248Z,OE00036084
PO47218,2025-10-29T10:37:40.598Z,"Dyed Diesel-Gross Contract Average Unbranded For Phoenix: $2.4012
Mobile Force Margin: $.32
Total Price Per Contract: $2.7222
Vendor Billed: $2.7488

Difference: $.0266",OE00035857,811750,"Quality Technology Services, LLC (QTS)",PHX3-DC13,dispute_active,,detected,unexpected_line_item,Red Diesel Fuel Off Road Diesel Fuel ULSD 15PPM,0,17871.87,17871.87,6501.7,116197537.17899999,,,,
PO47218,2025-10-29T10:37:40.598Z,"Dyed Diesel-Gross Contract Average Unbranded For Phoenix: $2.4012
Mobile Force Margin: $.32
Total Price Per Contract: $2.7222
Vendor Billed: $2.7488

Difference: $.0266",OE00035857,811750,"Quality Technology Services, LLC (QTS)",PHX3-DC13,dispute_active,,detected,missing_line_item,Red Dye Diesel #2 - ULS,4394.978,0,-4394.978,1610,-7075914.58,,,,
PO47218,2025-10-29T10:37:40.598Z,"Dyed Diesel-Gross Contract Average Unbranded For Phoenix: $2.4012
Mobile Force Margin: $.32
Total Price Per Contract: $2.7222
Vendor Billed: $2.7488

Difference: $.0266",OE00035857,811750,"Quality Technology Services, LLC (QTS)",PHX3-DC13,dispute_active,,detected,missing_line_item,Red Dye Diesel #2 - ULS,13353.362659999999,0,-13353.362659999999,4891.7,-65320644.12392199,,,,
PO47219,2025-10-29T10:35:13.360Z,"Dyed Diesel-Gross Contract Average Unbranded For Phoenix: $2.4223
Mobile Force Margin: $.32
Total Price Per Contract: $2.7433
Vendor Billed: $2.7488

Difference: $.0055",OE00035858,811751,"Quality Technology Services, LLC (QTS)",PHX3-DC13,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7298,2.7488,0.019,6483.6,123.1884,,,2025-10-30T19:04:31.610Z,OE00036348
PO47169,2025-10-28T11:56:17.991Z,"Dyed Diesel-Gross Contract Average Unbranded For Phoenix: $2.4112
Mobile Force Margin: $.321
Total Price Per Contract: $2.7322
Vendor Billed: $2.7447

Difference: $.0125",OE00035678,811340,"Quality Technology Services, LLC (QTS)",PHX3-DC13,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7322,2.7447,0.0125,6483,81.03750000000001,,,2025-10-30T04:52:49.013Z,OE00036188
PO46806,2025-10-28T11:51:53.491Z,"Dyed Diesel-Gross Contract Average Unbranded For Fairfax: $2.3248
ESI Margin: $.57
Total Price Per Contract: $2.8948
Vendor Billed: $2.86

Difference: $-.0348",OE00035834,225572,"Quality Technology Services, LLC (QTS)",ASH1-DC1,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8948,2.86,-0.0348,3000,-104.39999999999999,,,,
PO47115,2025-10-27T18:19:42.361Z,"Dyed Diesel-Gross Contract Average Unbranded For Bainbridge: $2.3766
Eli Roberts Margin: $.40
Total Price Per Contract: $2.6766
Vendor Billed: $2.688

Difference: $.0114",OE00035785,501807,"Beard Equipment Company, INC.  ","Tallahassee, FL",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6766,2.688,0.0114,430,4.902,,,,
PO44320,2025-10-27T17:34:32.120Z,"Clear Diesel-Gross Contract Average Unbranded For Charlotte: $2.1804
Nisbet Margin: $.45
Total price Per Contract: $2.6304
Vendor Billed: $2.6498

Difference: $.0194",OE00035695,144886,"Lazer Spot, Inc.",Lazer - Site 102623 - EATON,dispute_active,,disputed,price_discrepancy,Clear Diesel #2 - ULS,2.6304,2.6498,0.0194,42.2,0.8186800000000001,,,,
PO47167,2025-10-27T17:29:59.636Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.195
Southside Fuel Margin: $.25
Total price Per Contract: $2.445
Vendor Billed: $2.485

Difference: $.04",OE00035687,48884,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.445,2.485,0.04,2030.9,81.236,,,,
PO47166,2025-10-27T17:29:34.075Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.195
Southside Fuel Margin: $.25
Total price Per Contract: $2.445
Vendor Billed: $2.485

Difference: $.04",OE00035688,48883,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.445,2.485,0.04,2462.6,98.504,,,,
PO47197,2025-10-27T17:20:06.813Z,"







Dyed Diesel-Gross Contract Average For Richmond: $2.2721
Southside Fuel Margin: $.25
Total price Per Contract: $2.5221
Vendor Billed: $2.5621

Difference: $.04

",OE00035806,48953,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,detected,unexpected_line_item,Dyed Diesel,0,8884.59,8884.59,3467.7,30809092.743,,,,
PO47197,2025-10-27T17:20:06.813Z,"







Dyed Diesel-Gross Contract Average For Richmond: $2.2721
Southside Fuel Margin: $.25
Total price Per Contract: $2.5221
Vendor Billed: $2.5621

Difference: $.04

",OE00035806,48953,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,detected,missing_line_item,Red Dye Diesel #2 - ULS,8884.59417,0,-8884.59417,3467.7,-30809107.203309,,,,
PO47195,2025-10-27T17:17:02.267Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2721
Southside Fuel Margin: $.25
Total price Per Contract: $2.5221
Vendor Billed: $2.5621

Difference: $.04",OE00035808,48954,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5221,2.5621,0.04,2588.5,103.54,,,,
PO47128,2025-10-27T17:13:45.895Z,"Dyed Diesel-Gross Contract Average Unbranded: $2.2933
American Mobile Margin: $.24
Total Price Per Contract: $2.5333
Vendor Billed: $2.5597

Difference: $.0264",OE00035563,1150201,"Quality Technology Services, LLC (QTS)",ATL2-DC9,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.5333,2.5597,0.0264,4312.5,113.85,,,,
PO46974,2025-10-27T17:09:47.656Z,"Dyed Diesel-Gross Contract Average Unbranded For Pensacola: $2.5792
JV Gander Margin: $.35
Total Price Per Contract: $2.9292
Vendor Billed: $2.8605

Difference: $-.0687",OE00035602,64278,"Beard Equipment Company, INC.  ","Pensacola, FL",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.9292,2.8605,-0.0687,800,-54.96,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,Red Dyed Diesel #2 ULSD HOUSE GEN(1),0,9.23,9.23,3.2,29.536,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,Red Dyed Diesel #2 ULSD HOUSE GEN(3),0,2022.67,2022.67,701.1,1418093.9370000002,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,Red Dyed Diesel #2 ULSD HOUSE GEN(4),0,2310.6,2310.6,800.9,1850559.5399999998,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,Red Dyed Diesel #2 ULSD HOUSE GEN(5),0,2313.19,2313.19,801.8,1854715.7419999999,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,Red Dyed Diesel #2 ULSD HOUSE GEN(6),0,2873.46,2873.46,996,2861966.16,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,detected,unexpected_line_item,FED UST - DSL,0,3.83,3.83,1,3.83,,,,
PO47013,2025-10-27T17:06:51.860Z,"Dyed Diesel-Gross Contract Average For Phoenix: $2.3973
Dill Petroleum Margin: $.48
Total Price Per Contract: $2.8773
Vendor Billed: $2.885

Difference: $.0077",OE00035557,10209,"Quality Technology Services, LLC (QTS)",PHX3-DC14,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.8773,2.885,0.0077,534.7,4.117190000000001,,,,
PO47168,2025-10-27T17:02:26.151Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.195
Vendor Margin: $.25
Total Price Per Contract: $2.445
Vendor Billed: $2.485

Difference: $.04",OE00035686,48885,"Quality Technology Services, LLC (QTS)",RIC3-DC2,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.445,2.485,0.04,4497,179.88,,,,
PO47182,2025-10-27T16:38:32.881Z,"Dyed Diesel-Gross Contract Average: $2.2074
Southside Fuel Margin: $.52
Total Price Per Contract: $2.7274
Vendor Billed: $2.4974

Difference: $-.23",OE00035731,48958,"Quality Technology Services, LLC (QTS)",RIC3-DC1,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.7274,2.4974,-0.23,496.9,-114.287,,,,
PO46536,2025-10-27T16:34:59.822Z,"Clear Diesel-Gross Contract Average Unbranded: $2.4507
Growmark Margin: $.55
Total Price Per Contract: $3.007
Vendor Billed: $2.8787

Difference: $-.122",OE00035612,200014243,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,47.498549999999994,0,-47.498549999999994,16.5,-783.7260749999999,,,,
PO46536,2025-10-27T16:34:59.822Z,"Clear Diesel-Gross Contract Average Unbranded: $2.4507
Growmark Margin: $.55
Total Price Per Contract: $3.007
Vendor Billed: $2.8787

Difference: $-.122",OE00035612,200014243,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,66.49797,0,-66.49797,23.1,-1536.103107,,,,
PO47183,2025-10-27T13:15:34.931Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2074
Southside Fuel Margin:$.25
Total Price Per Contract: $2.4574
Vendor Billed: $2.4974

Difference: $.04",OE00035734,48906,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,4341.9,173.676,,,,
PO47185,2025-10-27T13:15:12.286Z,,OE00035733,48908,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,2601.4,104.05600000000001,,,,
PO47186,2025-10-27T13:14:48.016Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2074
Southside Fuel Margin:$.25
Total Price Per Contract: $2.4574
Vendor Billed: $2.4974

Difference: $.04",OE00035737,48922,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,2029.8,81.192,,,,
PO47184,2025-10-27T13:14:24.259Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2074
Southside Fuel Margin:$.25
Total Price Per Contract: $2.4574
Vendor Billed: $2.4974

Difference: $.04",OE00035736,48920,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,1791.3,71.652,,,,
PO47188,2025-10-27T13:12:45.700Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2074
Southside Fuel Margin:$.25
Total Price Per Contract: $2.4574
Vendor Billed: $2.4974

Difference: $.04",OE00035735,48839,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,4262,170.48,,,,
PO47187,2025-10-27T13:11:52.152Z,"Dyed Diesel-Gross Contract Average For Richmond: $2.2074
Southside Fuel Margin:$.25
Total Price Per Contract: $2.4574
Vendor Billed: $2.4974

Difference: $.04",OE00035732,48904,"Quality Technology Services, LLC (QTS)",RIC3-DC3,dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.4574,2.4974,0.04,2452.6,98.104,,,,
PO47022,2025-10-27T12:41:34.767Z,"Dyed Diesel-Gross Contract Average Unbranded For Jacksonville: $2.2762
Paul Murray Oil Margin: $.40
Total Price Per Contract: $2.6762
Vendor Billed: $2.729

Difference: $.0528",OE00035696,172047,"Beard Equipment Company, INC.  ","Jacksonville, FL",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.6762,2.729,0.0528,400.1,21.12528,,,,
PO47164,2025-10-27T11:37:30.921Z,"Clear Diesel-Gross Contract Average Unbranded For New Orleans: $2.2116
McPerson Oil Margin: $.32
Total Price Per Contract: $$2.5316
Vendor Billed: $2.698259

Difference: $.166659",OE00035721,1323672,"Fortune International, LLC","Fortune Fish - New Orleans, LA",dispute_active,,detected,unexpected_line_item,18 #2ULS CLEAR DSL EFFICIENT,0,1602.77,1602.77,594,952045.38,,,,
PO47164,2025-10-27T11:37:30.921Z,"Clear Diesel-Gross Contract Average Unbranded For New Orleans: $2.2116
McPerson Oil Margin: $.32
Total Price Per Contract: $$2.5316
Vendor Billed: $2.698259

Difference: $.166659",OE00035721,1323672,"Fortune International, LLC","Fortune Fish - New Orleans, LA",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,410.57488799999993,0,-410.57488799999993,162.18,-66587.03533583999,,,,
PO47164,2025-10-27T11:37:30.921Z,"Clear Diesel-Gross Contract Average Unbranded For New Orleans: $2.2116
McPerson Oil Margin: $.32
Total Price Per Contract: $$2.5316
Vendor Billed: $2.698259

Difference: $.166659",OE00035721,1323672,"Fortune International, LLC","Fortune Fish - New Orleans, LA",dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,364.0947119999999,0,-364.0947119999999,143.82,-52364.101479839985,,,,
PO45886,2025-10-27T11:32:05.453Z,"Clear Bio Diesel (5%)-Gross Contract Average Unbranded For Memphis: $2.3334
Best-Wade Margin: $.45
Total Price Per Contract: $2.6834
Vendor Billed $2.601

Difference: $-.0824",OE00035684,0129684,"Lazer Spot, Inc.","Lazer - Site 102796 - Byhalia, MS",dispute_active,,disputed,price_discrepancy,(5% BioDsl) - Clear Diesel #2 - ULS,2.7142,2.601,-0.1132,86.4,-9.78048,,,,
PO43006,2025-10-24T18:06:21.156Z,"Dyed Bio Diesel (5%)-Gross Contract Average For Eugene: $2.8901
Carson/Ceco Margin: $.40
Total Price Per Contract: $3.2901
Vendor Billed: $3.0817 ( This is the rate before taxes. The billed rate includes taxes.)

Difference: $-.21",OE00035600,IN-1216747,Lowe's Companies Inc,"LOWES - Lebanon, OR - DC 1436",dispute_active,,disputed,price_discrepancy,(5% BioDsl) - Red Dye Diesel #2 - ULS,3.2901,3.3818,0.0917,500.1,45.859170000000006,,,,
PO47140,2025-10-24T17:09:05.515Z,"Dyed Diesel-Gross Contract Average Unbranded: $2.1845
Davison fuels Margin: $.75
Total price Per Contract: $2.9345
Vendor Billed: $2.947083

Difference: $.012583",OE00035425,INV-894955,"Lazer Spot, Inc.","Lazer - Site 3320004 - Birmingham, AL ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.9345,2.947083,0.012583,24,0.30199200000000004,,,,
PO43793,2025-10-24T16:27:05.235Z,"Dyed Diesel-Gross Contract Average Unbranded For Birmingham: $2.1808
Davison Fuels Margin: $.75
Total Price Per Contract: $2.9308
Vendor Billed: $2.941429

Difference: $.010629",OE00035580,INV-899905,"Lazer Spot, Inc.","Lazer - Site 3320004 - Birmingham, AL ",dispute_active,,disputed,price_discrepancy,Red Dye Diesel #2 - ULS,2.9308,2.941429,0.010629,49,0.520821,,,,
PO46534,2025-10-24T15:07:19.986Z,"Clear Diesel-Gross Contract Average Unbranded For Rockford: $2.3271
Growmark Margin: $.55
Total Contract Price Per Contract: $2.8771
Vendor Billed: $2.7472

Difference: $-.1299",OE00035482,200014171,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,23.900639999999996,0,-23.900639999999996,8.7,-207.93556799999993,,,,
PO46534,2025-10-24T15:07:19.986Z,"Clear Diesel-Gross Contract Average Unbranded For Rockford: $2.3271
Growmark Margin: $.55
Total Contract Price Per Contract: $2.8771
Vendor Billed: $2.7472

Difference: $-.1299",OE00035482,200014171,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,26.098399999999998,0,-26.098399999999998,9.5,-247.9348,,,,
PO46535,2025-10-24T14:50:37.305Z,"Clear Diesel-Gross Contract Average Unbranded For Rockford: $2.3395
Growmark margin: $.55
Total Price Per Contract: $2.8895
Vendor Billed: $2.8166

Difference: $-.0729",OE00035481,200014172,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,64.50014,0,-64.50014,22.9,-1477.053206,,,,
PO46535,2025-10-24T14:50:37.305Z,"Clear Diesel-Gross Contract Average Unbranded For Rockford: $2.3395
Growmark margin: $.55
Total Price Per Contract: $2.8895
Vendor Billed: $2.8166

Difference: $-.0729",OE00035481,200014172,"Amazon Logistics, Inc.",Amazon-DeKalb-IGQ9,dispute_active,,detected,missing_line_item,Clear Diesel #2 - ULS,27.88434,0,-27.88434,9.9,-276.05496600000004,,,,
